PassengerId,Survived,Age,SibSp,Parch,Fare,Title,2,3,male,Q,S
1,0,22.0,1,0,7.25,Mr,0,1,1,0,1
2,1,38.0,1,0,71.2833,Mrs,0,0,0,0,0
3,1,26.0,0,0,7.925,Miss,0,1,0,0,1
4,1,35.0,1,0,53.1,Mrs,0,0,0,0,1
5,0,35.0,0,0,8.05,Mr,0,1,1,0,1
6,0,25.14061,0,0,8.4583,Mr,0,1,1,1,0
7,0,54.0,0,0,51.8625,Mr,0,0,1,0,1
8,0,2.0,3,1,21.075,Master,0,1,1,0,1
9,1,27.0,0,2,11.1333,Mrs,0,1,0,0,1
10,1,14.0,1,0,30.0708,Mrs,1,0,0,0,0
11,1,4.0,1,1,16.7,Miss,0,1,0,0,1
12,1,58.0,0,0,26.55,Miss,0,0,0,0,1
13,0,20.0,0,0,8.05,Mr,0,1,1,0,1
14,0,39.0,1,5,31.275,Mr,0,1,1,0,1
15,0,14.0,0,0,7.8542,Miss,0,1,0,0,1
16,1,55.0,0,0,16.0,Mrs,1,0,0,0,1
17,0,2.0,4,1,29.125,Master,0,1,1,1,0
18,1,29.8776,0,0,13.0,Mr,1,0,1,0,1
19,0,31.0,1,0,18.0,Mrs,0,1,0,0,1
20,1,25.14061,0,0,7.225,Mrs,0,1,0,0,0
21,0,35.0,0,0,26.0,Mr,1,0,1,0,1
22,1,34.0,0,0,13.0,Mr,1,0,1,0,1
23,1,15.0,0,0,8.0292,Miss,0,1,0,1,0
24,1,28.0,0,0,35.5,Mr,0,0,1,0,1
25,0,8.0,3,1,21.075,Miss,0,1,0,0,1
26,1,38.0,1,5,31.3875,Mrs,0,1,0,0,1
27,0,25.14061,0,0,7.225,Mr,0,1,1,0,0
28,0,19.0,3,2,263.0,Mr,0,0,1,0,1
29,1,25.14061,0,0,7.8792,Miss,0,1,0,1,0
30,0,25.14061,0,0,7.8958,Mr,0,1,1,0,1
31,0,40.0,0,0,27.7208,Sir,0,0,1,0,0
32,1,38.12347,1,0,146.5208,Mrs,0,0,0,0,0
33,1,25.14061,0,0,7.75,Miss,0,1,0,1,0
34,0,66.0,0,0,10.5,Mr,1,0,1,0,1
35,0,28.0,1,0,82.1708,Mr,0,0,1,0,0
36,0,42.0,1,0,52.0,Mr,0,0,1,0,1
37,1,25.14061,0,0,7.2292,Mr,0,1,1,0,0
38,0,21.0,0,0,8.05,Mr,0,1,1,0,1
39,0,18.0,2,0,18.0,Miss,0,1,0,0,1
40,1,14.0,1,0,11.2417,Miss,0,1,0,0,0
41,0,40.0,1,0,9.475,Mrs,0,1,0,0,1
42,0,27.0,1,0,21.0,Mrs,1,0,0,0,1
43,0,25.14061,0,0,7.8958,Mr,0,1,1,0,0
44,1,3.0,1,2,41.5792,Miss,1,0,0,0,0
45,1,19.0,0,0,7.8792,Miss,0,1,0,1,0
46,0,25.14061,0,0,8.05,Mr,0,1,1,0,1
47,0,25.14061,1,0,15.5,Mr,0,1,1,1,0
48,1,25.14061,0,0,7.75,Miss,0,1,0,1,0
49,0,25.14061,2,0,21.6792,Mr,0,1,1,0,0
50,0,18.0,1,0,17.8,Mrs,0,1,0,0,1
51,0,7.0,4,1,39.6875,Master,0,1,1,0,1
52,0,21.0,0,0,7.8,Mr,0,1,1,0,1
53,1,49.0,1,0,76.7292,Mrs,0,0,0,0,0
54,1,29.0,1,0,26.0,Mrs,1,0,0,0,1
55,0,65.0,0,1,61.9792,Mr,0,0,1,0,0
56,1,38.12347,0,0,35.5,Mr,0,0,1,0,1
57,1,21.0,0,0,10.5,Miss,1,0,0,0,1
58,0,28.5,0,0,7.2292,Mr,0,1,1,0,0
59,1,5.0,1,2,27.75,Miss,1,0,0,0,1
60,0,11.0,5,2,46.9,Master,0,1,1,0,1
61,0,22.0,0,0,7.2292,Mr,0,1,1,0,0
63,0,45.0,1,0,83.475,Mr,0,0,1,0,1
64,0,4.0,3,2,27.9,Master,0,1,1,0,1
65,0,38.12347,0,0,27.7208,Mr,0,0,1,0,0
66,1,25.14061,1,1,15.2458,Master,0,1,1,0,0
67,1,29.0,0,0,10.5,Mrs,1,0,0,0,1
68,0,19.0,0,0,8.1583,Mr,0,1,1,0,1
69,1,17.0,4,2,7.925,Miss,0,1,0,0,1
70,0,26.0,2,0,8.6625,Mr,0,1,1,0,1
71,0,32.0,0,0,10.5,Mr,1,0,1,0,1
72,0,16.0,5,2,46.9,Miss,0,1,0,0,1
73,0,21.0,0,0,73.5,Mr,1,0,1,0,1
74,0,26.0,1,0,14.4542,Mr,0,1,1,0,0
75,1,32.0,0,0,56.4958,Mr,0,1,1,0,1
76,0,25.0,0,0,7.65,Mr,0,1,1,0,1
77,0,25.14061,0,0,7.8958,Mr,0,1,1,0,1
78,0,25.14061,0,0,8.05,Mr,0,1,1,0,1
79,1,0.83,0,2,29.0,Master,1,0,1,0,1
80,1,30.0,0,0,12.475,Miss,0,1,0,0,1
81,0,22.0,0,0,9.0,Mr,0,1,1,0,1
82,1,29.0,0,0,9.5,Mr,0,1,1,0,1
83,1,25.14061,0,0,7.7875,Miss,0,1,0,1,0
84,0,28.0,0,0,47.1,Mr,0,0,1,0,1
85,1,17.0,0,0,10.5,Miss,1,0,0,0,1
86,1,33.0,3,0,15.85,Mrs,0,1,0,0,1
87,0,16.0,1,3,34.375,Mr,0,1,1,0,1
88,0,25.14061,0,0,8.05,Mr,0,1,1,0,1
89,1,23.0,3,2,263.0,Miss,0,0,0,0,1
90,0,24.0,0,0,8.05,Mr,0,1,1,0,1
91,0,29.0,0,0,8.05,Mr,0,1,1,0,1
92,0,20.0,0,0,7.8542,Mr,0,1,1,0,1
93,0,46.0,1,0,61.175,Mr,0,0,1,0,1
94,0,26.0,1,2,20.575,Mr,0,1,1,0,1
95,0,59.0,0,0,7.25,Mr,0,1,1,0,1
96,0,25.14061,0,0,8.05,Mr,0,1,1,0,1
97,0,71.0,0,0,34.6542,Mr,0,0,1,0,0
98,1,23.0,0,1,63.3583,Mr,0,0,1,0,0
99,1,34.0,0,1,23.0,Mrs,1,0,0,0,1
100,0,34.0,1,0,26.0,Mr,1,0,1,0,1
101,0,28.0,0,0,7.8958,Miss,0,1,0,0,1
102,0,25.14061,0,0,7.8958,Mr,0,1,1,0,1
103,0,21.0,0,1,77.2875,Mr,0,0,1,0,1
104,0,33.0,0,0,8.6542,Mr,0,1,1,0,1
105,0,37.0,2,0,7.925,Mr,0,1,1,0,1
106,0,28.0,0,0,7.8958,Mr,0,1,1,0,1
107,1,21.0,0,0,7.65,Miss,0,1,0,0,1
108,1,25.14061,0,0,7.775,Mr,0,1,1,0,1
109,0,38.0,0,0,7.8958,Mr,0,1,1,0,1
110,1,25.14061,1,0,24.15,Miss,0,1,0,1,0
111,0,47.0,0,0,52.0,Mr,0,0,1,0,1
112,0,14.5,1,0,14.4542,Miss,0,1,0,0,0
113,0,22.0,0,0,8.05,Mr,0,1,1,0,1
114,0,20.0,1,0,9.825,Miss,0,1,0,0,1
115,0,17.0,0,0,14.4583,Miss,0,1,0,0,0
116,0,21.0,0,0,7.925,Mr,0,1,1,0,1
117,0,70.5,0,0,7.75,Mr,0,1,1,1,0
118,0,29.0,1,0,21.0,Mr,1,0,1,0,1
119,0,24.0,0,1,247.5208,Mr,0,0,1,0,0
120,0,2.0,4,2,31.275,Miss,0,1,0,0,1
121,0,21.0,2,0,73.5,Mr,1,0,1,0,1
122,0,25.14061,0,0,8.05,Mr,0,1,1,0,1
123,0,32.5,1,0,30.0708,Mr,1,0,1,0,0
124,1,32.5,0,0,13.0,Miss,1,0,0,0,1
125,0,54.0,0,1,77.2875,Mr,0,0,1,0,1
126,1,12.0,1,0,11.2417,Master,0,1,1,0,0
127,0,25.14061,0,0,7.75,Mr,0,1,1,1,0
128,1,24.0,0,0,7.1417,Mr,0,1,1,0,1
129,1,25.14061,1,1,22.3583,Miss,0,1,0,0,0
130,0,45.0,0,0,6.975,Mr,0,1,1,0,1
131,0,33.0,0,0,7.8958,Mr,0,1,1,0,0
132,0,20.0,0,0,7.05,Mr,0,1,1,0,1
133,0,47.0,1,0,14.5,Mrs,0,1,0,0,1
134,1,29.0,1,0,26.0,Mrs,1,0,0,0,1
135,0,25.0,0,0,13.0,Mr,1,0,1,0,1
136,0,23.0,0,0,15.0458,Mr,1,0,1,0,0
137,1,19.0,0,2,26.2833,Miss,0,0,0,0,1
138,0,37.0,1,0,53.1,Mr,0,0,1,0,1
139,0,16.0,0,0,9.2167,Mr,0,1,1,0,1
140,0,24.0,0,0,79.2,Mr,0,0,1,0,0
141,0,25.14061,0,2,15.2458,Mrs,0,1,0,0,0
142,1,22.0,0,0,7.75,Miss,0,1,0,0,1
143,1,24.0,1,0,15.85,Mrs,0,1,0,0,1
144,0,19.0,0,0,6.75,Mr,0,1,1,1,0
145,0,18.0,0,0,11.5,Mr,1,0,1,0,1
146,0,19.0,1,1,36.75,Mr,1,0,1,0,1
147,1,27.0,0,0,7.7958,Mr,0,1,1,0,1
148,0,9.0,2,2,34.375,Miss,0,1,0,0,1
149,0,36.5,0,2,26.0,Mr,1,0,1,0,1
150,0,42.0,0,0,13.0,Rev,1,0,1,0,1
151,0,51.0,0,0,12.525,Rev,1,0,1,0,1
152,1,22.0,1,0,66.6,Mrs,0,0,0,0,1
153,0,55.5,0,0,8.05,Mr,0,1,1,0,1
154,0,40.5,0,2,14.5,Mr,0,1,1,0,1
155,0,25.14061,0,0,7.3125,Mr,0,1,1,0,1
156,0,51.0,0,1,61.3792,Mr,0,0,1,0,0
157,1,16.0,0,0,7.7333,Miss,0,1,0,1,0
158,0,30.0,0,0,8.05,Mr,0,1,1,0,1
159,0,25.14061,0,0,8.6625,Mr,0,1,1,0,1
160,0,25.14061,8,2,69.55,Master,0,1,1,0,1
161,0,44.0,0,1,16.1,Mr,0,1,1,0,1
162,1,40.0,0,0,15.75,Mrs,1,0,0,0,1
163,0,26.0,0,0,7.775,Mr,0,1,1,0,1
164,0,17.0,0,0,8.6625,Mr,0,1,1,0,1
165,0,1.0,4,1,39.6875,Master,0,1,1,0,1
166,1,9.0,0,2,20.525,Master,0,1,1,0,1
167,1,38.12347,0,1,55.0,Mrs,0,0,0,0,1
168,0,45.0,1,4,27.9,Mrs,0,1,0,0,1
169,0,38.12347,0,0,25.925,Mr,0,0,1,0,1
170,0,28.0,0,0,56.4958,Mr,0,1,1,0,1
171,0,61.0,0,0,33.5,Mr,0,0,1,0,1
172,0,4.0,4,1,29.125,Master,0,1,1,1,0
173,1,1.0,1,1,11.1333,Miss,0,1,0,0,1
174,0,21.0,0,0,7.925,Mr,0,1,1,0,1
175,0,56.0,0,0,30.6958,Mr,0,0,1,0,0
176,0,18.0,1,1,7.8542,Mr,0,1,1,0,1
177,0,25.14061,3,1,25.4667,Master,0,1,1,0,1
178,0,50.0,0,0,28.7125,Miss,0,0,0,0,0
179,0,30.0,0,0,13.0,Mr,1,0,1,0,1
180,0,36.0,0,0,0.0,Mr,0,1,1,0,1
181,0,25.14061,8,2,69.55,Miss,0,1,0,0,1
182,0,29.8776,0,0,15.05,Mr,1,0,1,0,0
183,0,9.0,4,2,31.3875,Master,0,1,1,0,1
184,1,1.0,2,1,39.0,Master,1,0,1,0,1
185,1,4.0,0,2,22.025,Miss,0,1,0,0,1
186,0,38.12347,0,0,50.0,Mr,0,0,1,0,1
187,1,25.14061,1,0,15.5,Mrs,0,1,0,1,0
188,1,45.0,0,0,26.55,Mr,0,0,1,0,1
189,0,40.0,1,1,15.5,Mr,0,1,1,1,0
190,0,36.0,0,0,7.8958,Mr,0,1,1,0,1
191,1,32.0,0,0,13.0,Mrs,1,0,0,0,1
192,0,19.0,0,0,13.0,Mr,1,0,1,0,1
193,1,19.0,1,0,7.8542,Miss,0,1,0,0,1
194,1,3.0,1,1,26.0,Master,1,0,1,0,1
195,1,44.0,0,0,27.7208,Mrs,0,0,0,0,0
196,1,58.0,0,0,146.5208,Miss,0,0,0,0,0
197,0,25.14061,0,0,7.75,Mr,0,1,1,1,0
198,0,42.0,0,1,8.4042,Mr,0,1,1,0,1
199,1,25.14061,0,0,7.75,Miss,0,1,0,1,0
200,0,24.0,0,0,13.0,Miss,1,0,0,0,1
201,0,28.0,0,0,9.5,Mr,0,1,1,0,1
202,0,25.14061,8,2,69.55,Mr,0,1,1,0,1
203,0,34.0,0,0,6.4958,Mr,0,1,1,0,1
204,0,45.5,0,0,7.225,Mr,0,1,1,0,0
205,1,18.0,0,0,8.05,Mr,0,1,1,0,1
206,0,2.0,0,1,10.4625,Miss,0,1,0,0,1
207,0,32.0,1,0,15.85,Mr,0,1,1,0,1
208,1,26.0,0,0,18.7875,Mr,0,1,1,0,0
209,1,16.0,0,0,7.75,Miss,0,1,0,1,0
210,1,40.0,0,0,31.0,Mr,0,0,1,0,0
211,0,24.0,0,0,7.05,Mr,0,1,1,0,1
212,1,35.0,0,0,21.0,Miss,1,0,0,0,1
213,0,22.0,0,0,7.25,Mr,0,1,1,0,1
214,0,30.0,0,0,13.0,Mr,1,0,1,0,1
215,0,25.14061,1,0,7.75,Mr,0,1,1,1,0
216,1,31.0,1,0,113.275,Miss,0,0,0,0,0
217,1,27.0,0,0,7.925,Miss,0,1,0,0,1
218,0,42.0,1,0,27.0,Mr,1,0,1,0,1
219,1,32.0,0,0,76.2917,Miss,0,0,0,0,0
220,0,30.0,0,0,10.5,Mr,1,0,1,0,1
221,1,16.0,0,0,8.05,Mr,0,1,1,0,1
222,0,27.0,0,0,13.0,Mr,1,0,1,0,1
223,0,51.0,0,0,8.05,Mr,0,1,1,0,1
224,0,25.14061,0,0,7.8958,Mr,0,1,1,0,1
225,1,38.0,1,0,90.0,Mr,0,0,1,0,1
226,0,22.0,0,0,9.35,Mr,0,1,1,0,1
227,1,19.0,0,0,10.5,Mr,1,0,1,0,1
228,0,20.5,0,0,7.25,Mr,0,1,1,0,1
229,0,18.0,0,0,13.0,Mr,1,0,1,0,1
230,0,25.14061,3,1,25.4667,Miss,0,1,0,0,1
231,1,35.0,1,0,83.475,Mrs,0,0,0,0,1
232,0,29.0,0,0,7.775,Mr,0,1,1,0,1
233,0,59.0,0,0,13.5,Mr,1,0,1,0,1
234,1,5.0,4,2,31.3875,Miss,0,1,0,0,1
235,0,24.0,0,0,10.5,Mr,1,0,1,0,1
236,0,25.14061,0,0,7.55,Miss,0,1,0,0,1
237,0,44.0,1,0,26.0,Mr,1,0,1,0,1
238,1,8.0,0,2,26.25,Miss,1,0,0,0,1
239,0,19.0,0,0,10.5,Mr,1,0,1,0,1
240,0,33.0,0,0,12.275,Mr,1,0,1,0,1
241,0,25.14061,1,0,14.4542,Miss,0,1,0,0,0
242,1,25.14061,1,0,15.5,Miss,0,1,0,1,0
243,0,29.0,0,0,10.5,Mr,1,0,1,0,1
244,0,22.0,0,0,7.125,Mr,0,1,1,0,1
245,0,30.0,0,0,7.225,Mr,0,1,1,0,0
246,0,44.0,2,0,90.0,Dr,0,0,1,1,0
247,0,25.0,0,0,7.775,Miss,0,1,0,0,1
248,1,24.0,0,2,14.5,Mrs,1,0,0,0,1
249,1,37.0,1,1,52.5542,Mr,0,0,1,0,1
250,0,54.0,1,0,26.0,Rev,1,0,1,0,1
251,0,25.14061,0,0,7.25,Mr,0,1,1,0,1
252,0,29.0,1,1,10.4625,Mrs,0,1,0,0,1
253,0,62.0,0,0,26.55,Mr,0,0,1,0,1
254,0,30.0,1,0,16.1,Mr,0,1,1,0,1
255,0,41.0,0,2,20.2125,Mrs,0,1,0,0,1
256,1,29.0,0,2,15.2458,Mrs,0,1,0,0,0
257,1,38.12347,0,0,79.2,Mrs,0,0,0,0,0
258,1,30.0,0,0,86.5,Miss,0,0,0,0,1
259,1,35.0,0,0,512.3292,Miss,0,0,0,0,0
260,1,50.0,0,1,26.0,Mrs,1,0,0,0,1
261,0,25.14061,0,0,7.75,Mr,0,1,1,1,0
262,1,3.0,4,2,31.3875,Master,0,1,1,0,1
263,0,52.0,1,1,79.65,Mr,0,0,1,0,1
264,0,40.0,0,0,0.0,Mr,0,0,1,0,1
265,0,25.14061,0,0,7.75,Miss,0,1,0,1,0
266,0,36.0,0,0,10.5,Mr,1,0,1,0,1
267,0,16.0,4,1,39.6875,Mr,0,1,1,0,1
268,1,25.0,1,0,7.775,Mr,0,1,1,0,1
269,1,58.0,0,1,153.4625,Mrs,0,0,0,0,1
270,1,35.0,0,0,135.6333,Miss,0,0,0,0,1
271,0,38.12347,0,0,31.0,Mr,0,0,1,0,1
272,1,25.0,0,0,0.0,Mr,0,1,1,0,1
273,1,41.0,0,1,19.5,Mrs,1,0,0,0,1
274,0,37.0,0,1,29.7,Mr,0,0,1,0,0
275,1,25.14061,0,0,7.75,Miss,0,1,0,1,0
276,1,63.0,1,0,77.9583,Miss,0,0,0,0,1
277,0,45.0,0,0,7.75,Miss,0,1,0,0,1
278,0,29.8776,0,0,0.0,Mr,1,0,1,0,1
279,0,7.0,4,1,29.125,Master,0,1,1,1,0
280,1,35.0,1,1,20.25,Mrs,0,1,0,0,1
281,0,65.0,0,0,7.75,Mr,0,1,1,1,0
282,0,28.0,0,0,7.8542,Mr,0,1,1,0,1
283,0,16.0,0,0,9.5,Mr,0,1,1,0,1
284,1,19.0,0,0,8.05,Mr,0,1,1,0,1
285,0,38.12347,0,0,26.0,Mr,0,0,1,0,1
286,0,33.0,0,0,8.6625,Mr,0,1,1,0,0
287,1,30.0,0,0,9.5,Mr,0,1,1,0,1
288,0,22.0,0,0,7.8958,Mr,0,1,1,0,1
289,1,42.0,0,0,13.0,Mr,1,0,1,0,1
290,1,22.0,0,0,7.75,Miss,0,1,0,1,0
291,1,26.0,0,0,78.85,Miss,0,0,0,0,1
292,1,19.0,1,0,91.0792,Mrs,0,0,0,0,0
293,0,36.0,0,0,12.875,Mr,1,0,1,0,0
294,0,24.0,0,0,8.85,Miss,0,1,0,0,1
295,0,24.0,0,0,7.8958,Mr,0,1,1,0,1
296,0,38.12347,0,0,27.7208,Mr,0,0,1,0,0
297,0,23.5,0,0,7.2292,Mr,0,1,1,0,0
